instance_id predicted_score
2475218615076601065 0.004229560372324903
398316874173557226 0.025317159041066722
6586402638209028583 0.014252570461303923
1040996105851528465 0.02463074044669985
6316278569655873454 0.011768948845948021
868158305045921978 0.02033007740555881
5713520501786699854 0.014311006515163769
932945015407923184 0.013741352245401864
1919197847086752313 0.013928490859754481
304887065966615346 0.011238578298162652
3282556850371665 0.010221226092631682
8829646398295427742 0.013134268544157394
3177704368658581090 0.00888138152293333
331811904131229654 0.05081650558209843
1529584165704680903 0.017026748823755232
410957802501821801 0.01720796198618251
7858701120525579871 0.02058432476965787
1007593432911733192 0.030508127046316846
6933421324008829721 0.02237096661941575
949601458836318592 0.027136609354567635
1204371563787795352 0.027561830359784573
6697124581068234934 0.00863545876953662
7458626674337135052 0.00582852535589556
6451011837344535814 0.014775761862126091
4970342844069330588 0.006852019567025348
1311037283502827477 0.0022393131324038675
5367830782177104937 0.007426180448127199
130085071580390177 0.004649445332108618
5277248246761080968 0.004125807452515475
8248237544078109435 0.005978642030111179
8160495387552112248 0.006852019567025348
4990633888389156703 0.007261964103505455
5367915129338412746 0.00582852535589556
7166315717760973347 0.009183313586298134
3922408194130789536 0.005467878600790771
3198031054131887410 0.0049949653688400215
8381639851093431264 0.0075977456388284055
4196377277000518389 0.008947193532248843
7216665137006358861 0.005310172389265515
7657988882068327631 0.003382686498389494
6580538684502645403 0.006002532701138726
8285962653536984730 0.013228388387912592
667595007626814688 0.006288694646601371
794637447406319981 0.006002532701138726
1667489879796904413 0.007395577953474156
7581478598841084967 0.006276204920119269
272473116112748683 0.002995256294806978
7616847274036607679 0.0038396188025301807
3090692985891227788 0.013898868911419945
1497475395995941288 0.007436632631779744
441294948945551728 0.007697992551746182
3856621171799337440 0.0029880089252316624
7233013970386906908 0.006190421942107799
7782462939020585759 0.009106321757562612
7819341218876328892 0.006290264857808747
8768374492722589767 0.005843432570685395
7699672123093034935 0.003913212482343045
3105846136880438244 0.003497411403655694
6362992075498435257 0.002016103213136493
4633007087835435834 0.00873625986492891
3278116017102114132 0.006156648659182763
5363866899442970684 0.004762318448102951
4763880063818181026 0.005118219101251277
6499417853689436305 0.008109502652278501
8825197220275291270 0.008705804842749682
1702555588196061071 0.004931621419811324
6579068549138521196 0.002511053778672107
6993939747206748437 0.008132804413826819
6426886544329476252 0.009482103686160072
7860426862982048754 0.005315453845029841
2527297114841298382 0.007088617667185904
7933313760459159869 0.006737625085946149
75469955133175158 0.002667639092954533
7906499375892573021 0.0027028444421618642
297206904225842053 0.004487453134944644
1277202590313089835 0.007611916173435941
1897838256899211077 0.008704186461473003
6554880088483459971 0.009343016912240182
6235346144393008382 0.004426681508903032
4934006048075874133 0.004922976101325308
3434477093176970312 0.005467878600790771
872629453371620942 0.009605518594260034
6562540679725413333 0.0026879682673051977
2549347096994045410 0.0052455565525098445
4114531809002228993 0.004004275195121784
6947254775144460887 0.006854504037683927
4193769699798080591 0.004055436830424795
4299012801018800018 0.004838863374591277
4659062641181513784 0.006631651634297409
5574367751937642699 0.004438643995687229
6074037798572199156 0.006853618741646063
8024877078089305183 0.00392564874358874
3576745609723701102 0.004788481863958538
4387536418119078860 0.0040022291147422655
59596392243977340 0.0065909648943103215
2091354043474870892 0.005747063797374367
3966382312694618857 0.005278440394658316
7472760435899602494 0.0037047784659728373
3198557291404155567 0.003925420164389907
1340012448531949213 0.005663045756643318
8830478013318984291 0.004264512302864648
4750788892877807074 0.005154605797567783
4489273316708706518 0.010360468725532604
8244650590101261901 0.005061681040292435
4858740570621533413 0.004129156128971193
6574836078618592522 0.004571615186879138
8043823938478133928 0.0060989550178819985
5560933328574734864 0.006737625085946149
3709060275784363998 0.006112460899836492
6202485565760628927 0.005577349296173037
3941947698604231411 0.0061210791099358015
1980180280733366382 0.0026055047113432844
7710765171626200752 0.002001486835895757
5824318658173462176 0.0054164916233160705
5243054028010204447 0.009184588147356282
1143993040051443911 0.004578849354427625
2037772651107598845 0.007890234280232175
7470734154246698497 0.009343016912240182
2523181996580848656 0.0052966207504299674
8452022941451037435 0.009589322943846453
927504634826570733 0.002117013798462677
2597805510581801545 0.004889134980463346
2499080841153987519 0.006645150673162931
163807825264653896 0.008000338798846915
2502678713837987982 0.004129853841654929
1526151713017037622 0.005932325268689782
1768216870621739659 0.006350375270493969
817331509321550604 0.006556187909831599
6686667053967253376 0.01304253555631642
5299583121790369228 0.005668307494521354
5585024284234417351 0.008803929799378123
1604976632639851313 0.008268810783154761
1041212349975192991 0.0015150211470889388
802918703517012152 0.0060989550178819985
6909182353626620470 0.014108316247470698
1874783208062455148 0.008462043374995508
590370581953806675 0.002985060035538385
4357489829777680958 0.006278185249004926
252205590979964157 0.005260437957150559
3855377415648680657 0.004487453134944644
9108564362830696742 0.007200639291280674
5559112022764482380 0.005106869060011344
1632910180343132894 0.004762318448102951
6793829579549371789 0.00413943984377887
1118128856472657337 0.0032131037341010375
2892060938155506223 0.003997958623969993
8614041918260246627 0.004455186921178955
6465962103228301432 0.005763788009751746
7162492013828731916 0.009080751812544384
3597080532065967562 0.002921750294641111
150665717183815588 0.009080751812544384
978380972294888193 0.00784936590462077
1628582540909746198 0.008637263163766703
4855790075544650290 0.005180567190551413
5824427867272718879 0.0026055047113432844
6637749344029336154 0.006122110595434901
5638585955963471374 0.007962828926783924
689702222580461167 0.005503958286981977
3222299540246685987 0.005959243336605991
497750118749498574 0.006618912467017817
4361351848384171826 0.009394829519573718
7095196713120733301 0.003217017881761183
9070603282890863831 0.006241704924926823
7570581289817443520 0.008552646857968077
5934094750253721488 0.007646835516208176
4080549666881243161 0.005577349296173037
7937668249803376288 0.007929192808652194
4637321447308132034 0.002414007741490453
1051706390360657392 0.0070836321241694
4046686032838439408 0.010579321329911328
6426031625233383026 0.009446925964379859
1144757588802408786 0.008606585639429142
752871749676732302 0.0024701421345330594
707195829135838640 0.003024783403123872
6638058534747252341 0.004018094158483588
1591541525439583589 0.011516902682703268
1660171724814619586 0.008080977639928244
7380895196770915260 0.005393163192493718
5765180010537240279 0.007815471163003785
7068436688681612577 0.00624194029647643
554640564336554951 0.010278929773833182
5210865229093277784 0.005253430441078615
4785810926315849846 0.00444545162983964
5820784656553166993 0.007106385807476433
3159394666949013441 0.00595069906797619
7322218457361281297 0.004517227586443348
1408926125990985945 0.005154605797567783
3757297540218526951 0.0038290001894021905
7520090641248405891 0.0024230235785862504
5681246312039595291 0.002400758467175502
1770051250325451069 0.0034461509395046883
8997413063773025769 0.007261964103505455
330438176527452904 0.009517727836209855
952160001342209502 0.020205179957562356
6001454270979878025 0.007901643282182968
40630695208299305 0.008589723373771936
3588408398527521348 0.0059906150963563555
2685807743120227644 0.005165147996804057
1085236130082664956 0.009110022802366143
5405622459570337603 0.0059906150963563555
6315966158230216191 0.00486693609170028
7140978143590643250 0.009654173170806713
1055093903216443270 0.005154605797567783
3266085900189404148 0.005886770561719312
8590522348731767810 0.005610898655034445
6908604673435750169 0.003963500453419482
1319661609265787621 0.0029812733447817405
8894869536371650579 0.006486355615012731
9073816585664844523 0.007146241108244665
7410485215645386702 0.004879751933297366
5367412486641623667 0.008159571212411504
3198240276389281973 0.006894649173435918
450375172429917857 0.0077917662106920735
7409810392326809188 0.00490389149176949
708987489210376944 0.004128931926138506
7437592852539672905 0.00960362141007355
6129927788749372680 0.004432398623935241
8293363802098634897 0.007201617342408115
7782235126197081362 0.0022039965069325495
4102843575945602576 0.0074367115785453795
4864209340680989811 0.003703018718286567
6860608093428429497 0.008922724713588213
236813337416423845 0.0059383044891305374
6145643282019700496 0.006852019567025348
1089590273502369586 0.01741741770431936
6329388802475021597 0.007646835516208176
4646108470826445676 0.0067704743300694425
2319205452133766749 0.00825895929906363
46689156449966150 0.005777530325020912
9058411325778274360 0.007868904156893028
8351547290757816383 0.007127929614774884
3195686240835722971 0.007088617667185904
7795446648418432588 0.005172781006680849
6361870417784079013 0.006861094254678247
5620326590932616712 0.005610898655034445
271464928774061634 0.006691532596901831
6096750866784773522 0.002966937077126454
7464853711228953241 0.002839480978439847
4592215779835695265 0.007395577953474156
3058678764953619348 0.0027355747257749832
7094087069206466771 0.009343016912240182
8166579658848895366 0.00810752790204135
3173997295549135854 0.0038296584524296503
5032628272141697498 0.0027778203459904653
7033088282123380536 0.005251647203280969
1210370892230527014 0.007736780219580255
1770770948056631960 0.005691018413856395
3365526239618415355 0.007399047905170012
1801200120827351051 0.007353433495691461
7107414466396627330 0.006711382058231824
2213616918207539241 0.005418815924254513
1107376435582030427 0.006305565088480407
6089284985129596482 0.005747193033920689
6946445349007381961 0.005085707452855369
379652831290144002 0.005995749401159199
5336074499530127400 0.008048145959068958
3091859244727421555 0.005296692456689776
3247239833419978838 0.005529255087949071
5939806055887981901 0.00574638047996994
7508523641023606333 0.0039798029865504465
8614074607955180837 0.004148795845507544
545383426866849302 0.009460464521299106
7901397012842035844 0.004656898115829022
7433161595507622639 0.0016650637542061203
7382526332994710926 0.0037133780777221753
5760909670575165001 0.011868999756144343
2590613204124104202 0.004018094158483588
7221912933562867104 0.00784103419534691
4928014590520987706 0.02301612525661459
2475028250147731496 0.004900721416543796
8852357679545738448 0.013426071914133444
965455596223993328 0.006497996948171711
7058337781116138242 0.00398293121400784
5965339779914200353 0.008461273962870958
4221172526564239999 0.009482103686160072
8743438152416145478 0.009163078811213575
5554908991155060284 0.0059906150963563555
4740551411681546010 0.013091076340231819
7432933446578064762 0.006907353639394523
694339591967582805 0.007394660704316533
8067944371809270495 0.0061115721908527355
1718106026657213833 0.007204720382866264
2510874517996413745 0.006606029931074824
5454468334913173043 0.005732187667856134
8907543397538166800 0.0053424467220023536
4431440529428665419 0.008583995363240938
8154296304592589655 0.0035455547935143183
733927648594546290 0.0048410459249970126
6474036985553896965 0.009411885459938187
8778224102888131351 0.0035722632670385788
7334527584561627850 0.00341808030509701
8853741488101513116 0.009834097745475185
227619089745165947 0.007419117079382584
2974779339415373342 0.0049905057539840775
6413562105117182334 0.005022522951572668
1589820092160651528 0.007395577953474156
261777973128659612 0.009976170231872198
1442808840751611751 0.0021924545224428385
6313494894473831740 0.004852521831101267
4895854386310452959 0.006120695932098624
1143848776206535486 0.006258500476704865
7821890757367244411 0.005253430441078615
7476651852897284341 0.00593423857090734
2096863617468989518 0.005836201007806266
4251279111434655682 0.004952040456817382
8723798675920910871 0.007697992551746182
6313127633792886375 0.0067716941334434845
